,Unnamed: 0,season,task_episode,task_description,task_contestant,task_score
715,165,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Complete these tasks: Attack the biscuit Chuck the dog Embrace the fish Grab the hat Inspect the jacket Kick the lemon Mash the nectarine Open the plum Quaff the Ribena Sniff the turnip Undermine the vole Whack the xylophone Yank the zebra,Charlotte Ritchie,2
716,166,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Complete these tasks: Attack the biscuit Chuck the dog Embrace the fish Grab the hat Inspect the jacket Kick the lemon Mash the nectarine Open the plum Quaff the Ribena Sniff the turnip Undermine the vole Whack the xylophone Yank the zebra,Jamali Maddix,4
717,167,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Complete these tasks: Attack the biscuit Chuck the dog Embrace the fish Grab the hat Inspect the jacket Kick the lemon Mash the nectarine Open the plum Quaff the Ribena Sniff the turnip Undermine the vole Whack the xylophone Yank the zebra,Lee Mack,3
718,168,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Complete these tasks: Attack the biscuit Chuck the dog Embrace the fish Grab the hat Inspect the jacket Kick the lemon Mash the nectarine Open the plum Quaff the Ribena Sniff the turnip Undermine the vole Whack the xylophone Yank the zebra,Mike Wozniak,5
719,169,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Complete these tasks: Attack the biscuit Chuck the dog Embrace the fish Grab the hat Inspect the jacket Kick the lemon Mash the nectarine Open the plum Quaff the Ribena Sniff the turnip Undermine the vole Whack the xylophone Yank the zebra,Sarah Kendall,1
720,170,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Make the best babushka meal. Each course must be presented inside the previous course.,Charlotte Ritchie,2
721,171,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Make the best babushka meal. Each course must be presented inside the previous course.,Jamali Maddix,5
722,172,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Make the best babushka meal. Each course must be presented inside the previous course.,Lee Mack,4
723,173,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Make the best babushka meal. Each course must be presented inside the previous course.,Mike Wozniak,1
724,174,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Make the best babushka meal. Each course must be presented inside the previous course.,Sarah Kendall,4
725,175,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),"Team: Get out of the front gate setting the alarm off the fewest times. If the alarm goes off, you must start again. You may only step on your stepping stones.",Charlotte Ritchie,0
726,176,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),"Team: Get out of the front gate setting the alarm off the fewest times. If the alarm goes off, you must start again. You may only step on your stepping stones.",Jamali Maddix,0
727,177,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),"Team: Get out of the front gate setting the alarm off the fewest times. If the alarm goes off, you must start again. You may only step on your stepping stones.",Lee Mack,5
728,178,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),"Team: Get out of the front gate setting the alarm off the fewest times. If the alarm goes off, you must start again. You may only step on your stepping stones.",Mike Wozniak,5
729,179,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),"Team: Get out of the front gate setting the alarm off the fewest times. If the alarm goes off, you must start again. You may only step on your stepping stones.",Sarah Kendall,0
730,180,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Live: Make your rubber gloves and wellies as heavy as possible while wearing your rubber gloves and wellies. You may only put things in your rubber gloves in the first minute.,Charlotte Ritchie,1
731,181,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Live: Make your rubber gloves and wellies as heavy as possible while wearing your rubber gloves and wellies. You may only put things in your rubber gloves in the first minute.,Jamali Maddix,1
732,182,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Live: Make your rubber gloves and wellies as heavy as possible while wearing your rubber gloves and wellies. You may only put things in your rubber gloves in the first minute.,Lee Mack,5
733,183,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Live: Make your rubber gloves and wellies as heavy as possible while wearing your rubber gloves and wellies. You may only put things in your rubber gloves in the first minute.,Mike Wozniak,2
734,184,Series 11,Episode 7: You've got no chutzpah. (29 April 2021),Live: Make your rubber gloves and wellies as heavy as possible while wearing your rubber gloves and wellies. You may only put things in your rubber gloves in the first minute.,Sarah Kendall,3
735,185,Series 11,Episode 8: An orderly species. (6 May 2021),Prize: Most satisfying wobbly thing.,Charlotte Ritchie,3
736,186,Series 11,Episode 8: An orderly species. (6 May 2021),Prize: Most satisfying wobbly thing.,Jamali Maddix,3
737,187,Series 11,Episode 8: An orderly species. (6 May 2021),Prize: Most satisfying wobbly thing.,Lee Mack,3
738,188,Series 11,Episode 8: An orderly species. (6 May 2021),Prize: Most satisfying wobbly thing.,Mike Wozniak,3
739,189,Series 11,Episode 8: An orderly species. (6 May 2021),Prize: Most satisfying wobbly thing.,Sarah Kendall,3
740,190,Series 11,Episode 8: An orderly species. (6 May 2021),"Say the word ""metronome"" between every tick of this metronome. You must also blow up and tie the balloon so that it's bigger than your head, neatly gift wrap the balloon and eat three whole poppadoms. You may not touch or stop the metronome.",Charlotte Ritchie,1
741,191,Series 11,Episode 8: An orderly species. (6 May 2021),"Say the word ""metronome"" between every tick of this metronome. You must also blow up and tie the balloon so that it's bigger than your head, neatly gift wrap the balloon and eat three whole poppadoms. You may not touch or stop the metronome.",Jamali Maddix,4
742,192,Series 11,Episode 8: An orderly species. (6 May 2021),"Say the word ""metronome"" between every tick of this metronome. You must also blow up and tie the balloon so that it's bigger than your head, neatly gift wrap the balloon and eat three whole poppadoms. You may not touch or stop the metronome.",Lee Mack,4
743,193,Series 11,Episode 8: An orderly species. (6 May 2021),"Say the word ""metronome"" between every tick of this metronome. You must also blow up and tie the balloon so that it's bigger than your head, neatly gift wrap the balloon and eat three whole poppadoms. You may not touch or stop the metronome.",Mike Wozniak,5
744,194,Series 11,Episode 8: An orderly species. (6 May 2021),"Say the word ""metronome"" between every tick of this metronome. You must also blow up and tie the balloon so that it's bigger than your head, neatly gift wrap the balloon and eat three whole poppadoms. You may not touch or stop the metronome.",Sarah Kendall,1
745,195,Series 11,Episode 8: An orderly species. (6 May 2021),Team: Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used and you may not communicate with each other in any way during the task.,Charlotte Ritchie,2
746,196,Series 11,Episode 8: An orderly species. (6 May 2021),Team: Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used and you may not communicate with each other in any way during the task.,Jamali Maddix,2
747,197,Series 11,Episode 8: An orderly species. (6 May 2021),Team: Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used and you may not communicate with each other in any way during the task.,Lee Mack,3
748,198,Series 11,Episode 8: An orderly species. (6 May 2021),Team: Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used and you may not communicate with each other in any way during the task.,Mike Wozniak,3
749,199,Series 11,Episode 8: An orderly species. (6 May 2021),Team: Draw the best picture of a British animal. Each person must fill in one section at a time and may not look at any other section during that time. Every section must be used and you may not communicate with each other in any way during the task.,Sarah Kendall,2
750,200,Series 11,Episode 8: An orderly species. (6 May 2021),Record the greatest aircraft safety announcement and perform the greatest safety demonstration. Your safety announcement must be in an accent or language other than your own and your demonstration must be unforgettable.,Charlotte Ritchie,4
751,201,Series 11,Episode 8: An orderly species. (6 May 2021),Record the greatest aircraft safety announcement and perform the greatest safety demonstration. Your safety announcement must be in an accent or language other than your own and your demonstration must be unforgettable.,Jamali Maddix,4
752,202,Series 11,Episode 8: An orderly species. (6 May 2021),Record the greatest aircraft safety announcement and perform the greatest safety demonstration. Your safety announcement must be in an accent or language other than your own and your demonstration must be unforgettable.,Lee Mack,3
753,203,Series 11,Episode 8: An orderly species. (6 May 2021),Record the greatest aircraft safety announcement and perform the greatest safety demonstration. Your safety announcement must be in an accent or language other than your own and your demonstration must be unforgettable.,Mike Wozniak,5
754,204,Series 11,Episode 8: An orderly species. (6 May 2021),Record the greatest aircraft safety announcement and perform the greatest safety demonstration. Your safety announcement must be in an accent or language other than your own and your demonstration must be unforgettable.,Sarah Kendall,3
